node,type,label,degree_centrality,betweenness_centrality,community
PODD,company,Insulet Corporation,0.009603841536614645,0.0007300997322005725,
POOL,company,Pool Corporation,0.010804321728691476,0.0032089758980515283,
PPG,company,"PPG Industries, Inc.",0.009603841536614645,0.0061755471419336965,
PPL,company,PPL Corporation,0.012004801920768306,0.0027097377412503465,
PRU,company,"Prudential Financial, Inc.",0.003601440576230492,0.0004097792963339182,
PSA,company,Public Storage,0.014405762304921969,0.0029665712438821682,
PSX,company,Phillips 66,0.008403361344537815,0.0020286960938221445,
PTC,company,PTC Inc.,0.008403361344537815,0.007520315818635146,
PWR,company,"Quanta Services, Inc.",0.014405762304921969,0.0019767522393572814,
PYPL,company,"PayPal Holdings, Inc.",0.007202881152460984,0.006585326438267615,
QCOM,company,QUALCOMM Incorporated,0.008403361344537815,8.657309077477145e-05,
RCL,company,Royal Caribbean Cruises Ltd.,0.003601440576230492,0.0,
REG,company,Regency Centers Corporation,0.013205282112845136,0.0002539477329393296,
REGN,company,"Regeneron Pharmaceuticals, Inc.",0.009603841536614645,0.0004097792963339182,
RF,company,Regions Financial Corporation,0.014405762304921969,0.0015236863976359775,
RJF,company,"Raymond James Financial, Inc.",0.009603841536614645,0.0003232062055591467,
RL,company,Ralph Lauren Corporation,0.008403361344537815,0.0,
RMD,company,ResMed Inc.,0.015606242496998799,0.01940968695170376,
ROK,company,"Rockwell Automation, Inc.",0.012004801920768306,0.0018584356819650938,
ROL,company,"Rollins, Inc.",0.010804321728691476,0.006804644934897036,
ROP,company,"Roper Technologies, Inc.",0.013205282112845136,0.0020690968695170377,
ROST,company,"Ross Stores, Inc.",0.009603841536614645,9.52303998522486e-05,
RSG,company,"Republic Services, Inc.",0.009603841536614645,0.0003895789084864715,
RTX,company,RTX Corporation,0.007202881152460984,0.0006175547141933697,
RVTY,company,"Revvity, Inc.",0.009603841536614645,0.0036533844306953552,
SBAC,company,SBA Communications Corporation,0.009603841536614645,0.0008743882168251916,
SBUX,company,Starbucks Corporation,0.009603841536614645,0.0017026041185705051,
SCHW,company,The Charles Schwab Corporation,0.013205282112845136,0.010143480469110722,
SHW,company,The Sherwin-Williams Company,0.007202881152460984,0.0013476544463939422,
SJM,company,The J. M. Smucker Company,0.008403361344537815,0.0012379951980792318,
SLB,company,Schlumberger Limited,0.015606242496998799,0.002724166589712808,
SMCI,company,"Super Micro Computer, Inc.",0.012004801920768306,0.007589574291254964,
SNA,company,Snap-on Incorporated,0.009603841536614645,0.00219318496629421,
SNPS,company,"Synopsys, Inc.",0.013205282112845136,0.0021354695724443624,
SO,company,The Southern Company,0.010804321728691476,0.00027703389047926865,
SOLV,company,Solventum Corporation,0.007202881152460984,0.006596869517037585,
SPG,company,"Simon Property Group, Inc.",0.01920768307322929,0.0030675731831194017,
SPGI,company,S&P Global Inc.,0.009603841536614645,0.00371975713362268,
SRE,company,Sempra,0.010804321728691476,0.0005165527749561364,
STE,company,STERIS plc,0.010804321728691476,0.0024009603841536617,
STLD,company,"Steel Dynamics, Inc.",0.010804321728691476,0.03189064087173331,
STT,company,State Street Corporation,0.007202881152460984,7.214424231230955e-05,
STX,company,Seagate Technology Holdings plc,0.008403361344537815,7.503001200480193e-05,
STZ,company,"Constellation Brands, Inc.",0.007202881152460984,0.0063919798688706255,
SW,company,Smurfit Westrock Plc,0.008403361344537815,0.0012870532828516022,
SWK,company,"Stanley Black & Decker, Inc.",0.014405762304921969,0.0002510619632468372,
SWKS,company,"Skyworks Solutions, Inc.",0.013205282112845136,0.000597354326345923,
SYF,company,Synchrony Financial,0.009603841536614645,0.0009407609197525165,
SYK,company,Stryker Corporation,0.006002400960384153,0.0024009603841536617,
SYY,company,Sysco Corporation,0.01680672268907563,0.004438313787053283,
T,company,AT&T Inc.,0.009603841536614645,0.009231577246283129,
TAP,company,Molson Coors Beverage Company,0.006002400960384153,0.00024529042386185247,
TDG,company,TransDigm Group Incorporated,0.007202881152460984,0.0010908209437621203,
TDY,company,Teledyne Technologies Incorporated,0.007202881152460984,0.0013793979130113584,
TECH,company,Bio-Techne Corporation,0.007202881152460984,0.00021066118755194387,
TEL,company,TE Connectivity plc,0.012004801920768306,6.0601163542340014e-05,
TER,company,"Teradyne, Inc.",0.01800720288115246,0.009745244251546773,
TFC,company,Truist Financial Corporation,0.01680672268907563,0.002706851971557854,
TGT,company,Target Corporation,0.012004801920768306,0.0008628451380552221,
TJX,company,"The TJX Companies, Inc.",0.013205282112845136,0.00010388770892972574,
TKO,company,"TKO Group Holdings, Inc.",0.004801920768307323,0.0013793979130113584,
TMO,company,Thermo Fisher Scientific Inc.,0.013205282112845136,0.0035725828793055684,
TMUS,company,"T-Mobile US, Inc.",0.008403361344537815,0.004014105642256903,
TPL,company,Texas Pacific Land Corporation,0.010804321728691476,0.006677671068427371,
TPR,company,"Tapestry, Inc.",0.008403361344537815,0.0002654908117092991,
TRGP,company,Targa Resources Corp.,0.010804321728691476,0.004412341859820852,
TRMB,company,Trimble Inc.,0.006002400960384153,6.925847261981716e-05,
TROW,company,"T. Rowe Price Group, Inc.",0.010804321728691476,0.0004328654538738572,
TRV,company,"The Travelers Companies, Inc.",0.008403361344537815,0.0003232062055591467,
TSCO,company,Tractor Supply Company,0.012004801920768306,0.0008080155138978669,
TSLA,company,"Tesla, Inc.",0.009603841536614645,0.0022249284329116264,
TSN,company,"Tyson Foods, Inc.",0.010804321728691476,0.012062517314618156,
TT,company,Trane Technologies plc,0.009603841536614645,0.001338997137316465,
TTWO,company,"Take-Two Interactive Software, Inc.",0.009603841536614645,0.001376512143318866,
TXN,company,Texas Instruments Incorporated,0.009603841536614645,0.0004848093083387201,
TXT,company,Textron Inc.,0.010804321728691476,0.0037774725274725275,
TYL,company,"Tyler Technologies, Inc.",0.013205282112845136,0.0036158694246929543,
UAL,company,"United Airlines Holdings, Inc.",0.006002400960384153,0.001965209160587312,
UBER,company,"Uber Technologies, Inc.",0.010804321728691476,0.0012062517314618156,
UDR,company,"UDR, Inc.",0.015606242496998799,0.0038640456182472993,
UHS,company,"Universal Health Services, Inc.",0.007202881152460984,0.0013361113676239728,
ULTA,company,"Ulta Beauty, Inc.",0.007202881152460984,0.001255309816234186,
UNH,company,UnitedHealth Group Incorporated,0.012004801920768306,0.001601602179333272,
UNP,company,Union Pacific Corporation,0.006002400960384153,0.001301482131314064,
UPS,company,"United Parcel Service, Inc.",0.008403361344537815,0.002201842275371687,
URI,company,"United Rentals, Inc.",0.012004801920768306,0.007410656570320436,
USB,company,U.S. Bancorp,0.010804321728691476,0.0004242081447963801,
V,company,Visa Inc.,0.010804321728691476,0.006908532643826762,
VICI,company,VICI Properties Inc.,0.013205282112845136,0.007872379721119217,
VLO,company,Valero Energy Corporation,0.006002400960384153,0.00013851694523963433,
VLTO,company,Veralto Corporation,0.013205282112845136,0.0007358712715855573,
VMC,company,Vulcan Materials Company,0.010804321728691476,0.0006550697201957706,
VRSK,company,"Verisk Analytics, Inc.",0.012004801920768306,0.001965209160587312,
VRSN,company,"VeriSign, Inc.",0.004801920768307323,0.0006983562655831564,
VRTX,company,Vertex Pharmaceuticals Incorporated,0.009603841536614645,0.0022941869055314434,
VST,company,Vistra Corp.,0.012004801920768306,0.0016160310277957338,
VTR,company,"Ventas, Inc.",0.013205282112845136,0.03899829162434205,
VTRS,company,Viatris Inc.,0.008403361344537815,0.00013274540585464956,
VZ,company,Verizon Communications Inc.,0.009603841536614645,0.00048192353864622776,
WAB,company,Westinghouse Air Brake Technologies Corporation,0.012004801920768306,0.003641841351925386,
WAT,company,Waters Corporation,0.004801920768307323,0.0005713823991134915,
WBA,company,"Walgreens Boots Alliance, Inc.",0.014405762304921969,0.011214101025025396,
WBD,company,"Warner Bros. Discovery, Inc.",0.004801920768307323,0.0,
WDAY,company,"Workday, Inc.",0.007202881152460984,0.0009667328469849479,
WDC,company,Western Digital Corporation,0.012004801920768306,0.0016650891125681042,
WEC,company,"WEC Energy Group, Inc.",0.008403361344537815,0.0,
WELL,company,Welltower Inc.,0.010804321728691476,0.003076230492196879,
WFC,company,Wells Fargo & Company,0.01800720288115246,0.0014630852340936375,
WM,company,"Waste Management, Inc.",0.009603841536614645,0.001618916797488226,
WMB,company,"The Williams Companies, Inc.",0.014405762304921969,0.00281073968048758,
WMT,company,Walmart Inc.,0.013205282112845136,0.0022941869055314434,
WRB,company,W. R. Berkley Corporation,0.007202881152460984,8.657309077477145e-05,
WSM,company,"Williams-Sonoma, Inc.",0.013205282112845136,0.001474628312863607,
WST,company,"West Pharmaceutical Services, Inc.",0.012004801920768306,0.001898836457659987,
WTW,company,Willis Towers Watson Public Limited Company,0.013205282112845136,0.000816672822975344,
WY,company,Weyerhaeuser Company,0.012004801920768306,0.00494332348323945,
WYNN,company,"Wynn Resorts, Limited",0.012004801920768306,0.0034571520916058733,
XEL,company,Xcel Energy Inc.,0.008403361344537815,4.6172315079878107e-05,
XOM,company,Exxon Mobil Corporation,0.008403361344537815,0.00017603195124203528,
XYL,company,Xylem Inc.,0.010804321728691476,0.0029146273894173056,
YUM,company,"Yum! Brands, Inc.",0.014405762304921969,0.00176897682149783,
ZBH,company,"Zimmer Biomet Holdings, Inc.",0.009603841536614645,0.0004559516114137963,
ZBRA,company,Zebra Technologies Corporation,0.012004801920768306,0.0003982362175639487,
ZTS,company,Zoetis Inc.,0.004801920768307323,0.000900360144057623,
clinical,topic,clinical,0.031212484993997598,0.008282159017453135,
diagnostics,topic,diagnostics,0.014405762304921969,0.0001442884846246191,
orders,topic,orders,0.03721488595438175,0.009776987718164189,
pharma,topic,pharma,0.01800720288115246,0.002758795826022717,
ai,topic,ai,0.09363745498199279,0.03233216363468464,
gross,topic,gross,0.08883553421368547,0.051874595992243054,
gross margin,topic,gross margin,0.07563025210084033,0.048428986979407146,
installed base,topic,installed base,0.006002400960384153,0.0005886970172684459,
disease,topic,disease,0.01680672268907563,0.0004848093083387201,
market growth,topic,market growth,0.003601440576230492,3.7515006002400965e-05,
oncology,topic,oncology,0.014405762304921969,0.0006752701080432173,
patients,topic,patients,0.04441776710684273,0.0035350678733031674,
sales billion,topic,sales billion,0.0024009603841536613,9.52303998522486e-05,
therapies,topic,therapies,0.010804321728691476,0.0061120602086988645,
therapy,topic,therapy,0.01800720288115246,0.001898836457659987,
trial,topic,trial,0.02040816326530612,0.005829254778834611,
bookings,topic,bookings,0.03961584633853541,0.013661233724258934,
customer service,topic,customer service,0.004801920768307323,0.0008743882168251916,
hotel,topic,hotel,0.013205282112845136,0.004239195678271308,
hotels,topic,hotels,0.007202881152460984,8.080155138978668e-05,
marketing,topic,marketing,0.03601440576230492,0.015767845599778372,
supply,topic,supply,0.052821128451380546,0.034891841351925384,
travel,topic,travel,0.015606242496998799,0.0021787561178317483,
diagnostic,topic,diagnostic,0.006002400960384153,6.0601163542340014e-05,
medical,topic,medical,0.02160864345738295,0.022070366608181735,
organic sales,topic,organic sales,0.024009603841536612,0.004351740696278511,
sales growth,topic,sales growth,0.027611044417767103,0.011967286914765906,
sales increased,topic,sales increased,0.006002400960384153,0.002115269184596916,
cyber,topic,cyber,0.007202881152460984,0.0008945886046726383,
equity,topic,equity,0.030012004801920768,0.023862429587219503,
loss,topic,loss,0.014405762304921969,0.0003982362175639487,
loss ratio,topic,loss ratio,0.008403361344537815,0.0002337473450918829,
losses,topic,losses,0.012004801920768306,0.008547649829162434,
mortgage,topic,mortgage,0.013205282112845136,0.004034306030104349,
property,topic,property,0.03841536614645858,0.014948287007110537,
banking,topic,banking,0.02040816326530612,0.0007012420352756488,
clients,topic,clients,0.0744297719087635,0.009707729245544371,
cloud,topic,cloud,0.04561824729891956,0.004418113399205836,
digital,topic,digital,0.03961584633853541,0.016665319974143503,
generative ai,topic,generative ai,0.013205282112845136,0.00255679194754825,
operating margin,topic,operating margin,0.030012004801920768,0.011254501800720289,
models,topic,models,0.009603841536614645,0.0014890571613260688,
subscription,topic,subscription,0.01680672268907563,0.003552382491458122,
workflows,topic,workflows,0.004801920768307323,0.0002366331147843753,
auto,topic,auto,0.027611044417767103,0.00292039892880229,
automotive,topic,automotive,0.025210084033613443,0.003434065934065934,
consumer,topic,consumer,0.08163265306122448,0.044094560901283594,
gross margins,topic,gross margins,0.009603841536614645,0.0015842875611783176,
industrial,topic,industrial,0.050420168067226885,0.020662110998245452,
inventory,topic,inventory,0.062424969987995196,0.04179748822605966,
power,topic,power,0.027611044417767103,0.002600078492935636,
software,topic,software,0.046818727490996394,0.026981946624803767,
utilization,topic,utilization,0.02280912364945978,0.014728968510481116,
oil,topic,oil,0.025210084033613443,0.00244713269923354,
operating profit,topic,operating profit,0.02040816326530612,0.0006781558777357097,
profit,topic,profit,0.04201680672268907,0.011690253024286638,
volumes,topic,volumes,0.03841536614645858,0.02393168805983932,
client,topic,client,0.058823529411764705,0.0182582648443993,
funds,topic,funds,0.013205282112845136,0.008400475574845323,
new business,topic,new business,0.013205282112845136,0.0009465324591375012,
retention,topic,retention,0.01920768307322929,0.009032459137501154,
revenue growth,topic,revenue growth,0.03481392557022809,0.01942123003047373,
cash flow,topic,cash flow,0.06602641056422569,0.06672765259950134,
construction,topic,construction,0.02280912364945978,0.007751177394034537,
free cash,topic,free cash,0.048019207683073224,0.02029561824729892,
infrastructure,topic,infrastructure,0.027611044417767103,0.023951888447686767,
transaction,topic,transaction,0.010804321728691476,0.001693946809493028,
energy,topic,energy,0.05522208883553421,0.026598139255702282,
gas,topic,gas,0.061224489795918366,0.005024125034629236,
grid,topic,grid,0.02040816326530612,0.00140536984024379,
megawatt,topic,megawatt,0.004801920768307323,6.34869332348324e-05,
megawatts,topic,megawatts,0.01920768307322929,0.0006608412595807554,
natural gas,topic,natural gas,0.02160864345738295,0.005162641979868871,
regulatory,topic,regulatory,0.01680672268907563,0.004845207313694709,
capital plan,topic,capital plan,0.012004801920768306,0.0003924646781789639,
data center,topic,data center,0.04561824729891956,0.01998106935081725,
data centers,topic,data centers,0.028811524609843937,0.013066765167605503,
gigawatts,topic,gigawatts,0.01920768307322929,0.0021816418875242405,
operating earnings,topic,operating earnings,0.01680672268907563,0.00036072121156154773,
roe,topic,roe,0.006002400960384153,0.001073506325607166,
adjusted ebitda,topic,adjusted ebitda,0.051620648259303716,0.029911002862683535,
backlog,topic,backlog,0.049219687875150055,0.01974732200572537,
credit,topic,credit,0.03961584633853541,0.02090162988272232,
debt,topic,debt,0.015606242496998799,0.003324406685751224,
ebitda,topic,ebitda,0.09723889555822328,0.0425391310370302,
online,topic,online,0.009603841536614645,0.0013678548342413888,
utilities,topic,utilities,0.012004801920768306,0.0007127851140456183,
expense ratio,topic,expense ratio,0.007202881152460984,0.00033763505402160867,
inflation,topic,inflation,0.03241296518607443,0.02073425524055776,
vehicle,topic,vehicle,0.01800720288115246,0.0029521423954197066,
margin expansion,topic,margin expansion,0.015606242496998799,0.003569697109613076,
organic growth,topic,organic growth,0.02280912364945978,0.013505402160864346,
risk management,topic,risk management,0.003601440576230492,0.0001558315633945886,
compute,topic,compute,0.008403361344537815,0.00024240465416936006,
platform,topic,platform,0.03361344537815126,0.04936974789915967,
traffic,topic,traffic,0.01800720288115246,0.005266529688798596,
capex,topic,capex,0.024009603841536612,0.020942030658417213,
ev,topic,ev,0.012004801920768306,0.00011254501800720288,
evs,topic,evs,0.006002400960384153,4.905808477237049e-05,
prices,topic,prices,0.02040816326530612,0.014024840705512975,
productivity,topic,productivity,0.03721488595438175,0.013822836827038509,
patient,topic,patient,0.024009603841536612,0.02065922522855296,
revenues,topic,revenues,0.03601440576230492,0.017759026687598118,
advertising,topic,advertising,0.031212484993997598,0.005142441592021424,
capital deployment,topic,capital deployment,0.003601440576230492,0.00019623233908948196,
multifamily,topic,multifamily,0.007202881152460984,0.0009840474651399021,
organic revenue,topic,organic revenue,0.02040816326530612,0.0032089758980515283,
residential,topic,residential,0.02160864345738295,0.0024557900083110166,
chips,topic,chips,0.007202881152460984,0.0015063717794810232,
dram,topic,dram,0.006002400960384153,0.0,
equipment,topic,equipment,0.02040816326530612,0.00775406316372703,
foundry,topic,foundry,0.010804321728691476,0.0004848093083387201,
hbm,topic,hbm,0.006002400960384153,0.0,
memory,topic,memory,0.012004801920768306,0.003145488964816696,
semiconductor,topic,semiconductor,0.010804321728691476,0.0002510619632468372,
beverage,topic,beverage,0.012004801920768306,0.0003751500600240096,
categories,topic,categories,0.03241296518607443,0.005243443531258657,
consumer demand,topic,consumer demand,0.0024009603841536613,0.000551182011266045,
earnings growth,topic,earnings growth,0.0012004801920768306,0.0,
ebit,topic,ebit,0.010804321728691476,0.0015236863976359775,
healthcare,topic,healthcare,0.02160864345738295,0.002917513159109798,
price mix,topic,price mix,0.013205282112845136,0.00033763505402160867,
gpu,topic,gpu,0.009603841536614645,0.0018266922153476776,
gpus,topic,gpus,0.006002400960384153,0.00011254501800720288,
networking,topic,networking,0.015606242496998799,0.0015006002400960385,
server,topic,server,0.008403361344537815,1.1543078769969527e-05,
workloads,topic,workloads,0.007202881152460984,0.0003289777449441315,
aerospace,topic,aerospace,0.015606242496998799,0.0002366331147843753,
automation,topic,automation,0.012004801920768306,0.0027847677532551484,
medicines,topic,medicines,0.007202881152460984,0.000499238156801182,
volume growth,topic,volume growth,0.01920768307322929,0.01060231785021701,
bank,topic,bank,0.008403361344537815,0.0012495382768492012,
expenses,topic,expenses,0.010804321728691476,0.005107812355711516,
fixed income,topic,fixed income,0.013205282112845136,0.0009234463015975621,
transactional,topic,transactional,0.006002400960384153,0.0006781558777357097,
affo,topic,affo,0.012004801920768306,8.368732108227906e-05,
churn,topic,churn,0.012004801920768306,0.000340520823714101,
leasing,topic,leasing,0.027611044417767103,0.009872218118016437,
tenant,topic,tenant,0.012004801920768306,0.0010475343983747346,
network,topic,network,0.030012004801920768,0.013626604487949025,
operating income,topic,operating income,0.02040816326530612,0.009981877366331148,
robotics,topic,robotics,0.006002400960384153,0.0007733862775879583,
servers,topic,servers,0.006002400960384153,0.00042132237510388775,
stores,topic,stores,0.03601440576230492,0.0015294579370209622,
trials,topic,trials,0.007202881152460984,6.0601163542340014e-05,
use cases,topic,use cases,0.004801920768307323,0.0011687367254594146,
flow growth,topic,flow growth,0.0024009603841536613,0.0,
health,topic,health,0.024009603841536612,0.005012581955859267,
barrels,topic,barrels,0.015606242496998799,6.0601163542340014e-05,
gulf coast,topic,gulf coast,0.006002400960384153,0.0003116631267891772,
production,topic,production,0.046818727490996394,0.01703758426447502,
rig,topic,rig,0.010804321728691476,0.00027703389047926865,
rigs,topic,rigs,0.007202881152460984,0.0,
ebitda margin,topic,ebitda margin,0.02040816326530612,0.005624365130667652,
lng,topic,lng,0.01800720288115246,0.0014544279250161603,
diluted eps,topic,diluted eps,0.009603841536614645,0.004256510296426263,
fund,topic,fund,0.009603841536614645,0.0016073737187182566,
private equity,topic,private equity,0.004801920768307323,2.5971927232431436e-05,
engineering,topic,engineering,0.004801920768307323,0.000536753162803583,
biotech,topic,biotech,0.009603841536614645,0.0002164327269369286,
ffo,topic,ffo,0.02160864345738295,0.0075001154307877,
lease,topic,lease,0.02160864345738295,0.0009955905439098718,
leases,topic,leases,0.013205282112845136,0.0006233262535783544,
life science,topic,life science,0.009603841536614645,0.001353425985778927,
noi,topic,noi,0.01800720288115246,0.000793586665435405,
tenants,topic,tenants,0.012004801920768306,0.0001240880967771724,
occupancy,topic,occupancy,0.031212484993997598,0.003915989472712162,
rent,topic,rent,0.024009603841536612,0.007930095114969065,
rents,topic,rents,0.015606242496998799,0.0011110213316095669,
store,topic,store,0.04561824729891956,0.009286406870440484,
apparel,topic,apparel,0.006002400960384153,2.8857696924923817e-06,
food,topic,food,0.030012004801920768,0.00323494782528396,
logistics,topic,logistics,0.0024009603841536613,0.0,
retail,topic,retail,0.03721488595438175,0.014449048850309355,
capital investment,topic,capital investment,0.0012004801920768306,0.0,
eps,topic,eps,0.031212484993997598,0.03632318311940161,
utility,topic,utility,0.01680672268907563,0.0006666127989657402,
adjusted basis,topic,adjusted basis,0.003601440576230492,1.731461815495429e-05,
restaurant,topic,restaurant,0.010804321728691476,3.17434666174162e-05,
growth initiatives,topic,growth initiatives,0.0012004801920768306,0.0,
store sales,topic,store sales,0.013205282112845136,0.0005165527749561364,
aircraft,topic,aircraft,0.01680672268907563,0.0011167928709945518,
factories,topic,factories,0.004801920768307323,0.0005252100840336134,
factory,topic,factory,0.008403361344537815,0.0007531858897405116,
supply chain,topic,supply chain,0.014405762304921969,0.002441361159848555,
charge,topic,charge,0.007202881152460984,0.0001558315633945886,
charge offs,topic,charge offs,0.01680672268907563,0.00048192353864622776,
deposit,topic,deposit,0.024009603841536612,0.0003116631267891772,
deposits,topic,deposits,0.024009603841536612,0.0016218025671807185,
loan,topic,loan,0.02040816326530612,0.000378035829716502,
loan growth,topic,loan growth,0.014405762304921969,3.17434666174162e-05,
loans,topic,loans,0.02040816326530612,0.000499238156801182,
net charge,topic,net charge,0.009603841536614645,0.00021354695724443626,
securities,topic,securities,0.003601440576230492,5.771539384984763e-05,
category,topic,category,0.03361344537815126,0.012501154307876997,
net earnings,topic,net earnings,0.006002400960384153,0.0006925847261981716,
adjusted earnings,topic,adjusted earnings,0.004801920768307323,0.0005050096961861668,
product launches,topic,product launches,0.0012004801920768306,0.0,
credit card,topic,credit card,0.003601440576230492,2.5971927232431436e-05,
gross profit,topic,gross profit,0.01680672268907563,0.001844006833502632,
market dynamics,topic,market dynamics,0.0012004801920768306,0.0,
aum,topic,aum,0.009603841536614645,3.462923630990858e-05,
etf,topic,etf,0.008403361344537815,0.0014284559977837288,
etfs,topic,etfs,0.008403361344537815,0.0013880552220888356,
real estate,topic,real estate,0.01800720288115246,0.005543563579277865,
inventories,topic,inventories,0.003601440576230492,4.040077569489334e-05,
net sales,topic,net sales,0.024009603841536612,0.0021845276572167328,
organic net,topic,organic net,0.008403361344537815,1.4428848462461908e-05,
merchandising,topic,merchandising,0.009603841536614645,0.0007272139625080802,
loyalty,topic,loyalty,0.009603841536614645,0.00012985963616215718,
travelers,topic,travelers,0.004801920768307323,8.657309077477145e-06,
ebitda margins,topic,ebitda margins,0.007202881152460984,0.000672384338350725,
offshore,topic,offshore,0.007202881152460984,0.0,
upstream,topic,upstream,0.006002400960384153,8.657309077477145e-05,
base business,topic,base business,0.006002400960384153,0.00016448887247206575,
single family,topic,single family,0.007202881152460984,0.000219318496629421,
adjusted eps,topic,adjusted eps,0.013205282112845136,0.0020315818635146367,
capital markets,topic,capital markets,0.009603841536614645,0.0022278142026041186,
flow conversion,topic,flow conversion,0.0012004801920768306,0.0,
recurring,topic,recurring,0.012004801920768306,0.0016102594884107489,
recurring revenue,topic,recurring revenue,0.010804321728691476,0.001881521839505033,
trading,topic,trading,0.008403361344537815,0.0006666127989657402,
total revenues,topic,total revenues,0.0024009603841536613,8.657309077477145e-06,
private credit,topic,private credit,0.006002400960384153,0.00018468926031951243,
vehicles,topic,vehicles,0.008403361344537815,0.0002077754178594515,
net income,topic,net income,0.010804321728691476,0.001442884846246191,
adjusted gross,topic,adjusted gross,0.004801920768307323,2.5971927232431436e-05,
consumers,topic,consumers,0.03481392557022809,0.006057230584541509,
grocery,topic,grocery,0.008403361344537815,0.000718556653430603,
snacks,topic,snacks,0.007202881152460984,0.0,
distribution,topic,distribution,0.02040816326530612,0.00696624803767661,
pharmaceutical,topic,pharmaceutical,0.003601440576230492,0.0,
hvac,topic,hvac,0.004801920768307323,2.8857696924923817e-06,
truck,topic,truck,0.009603841536614645,0.0014948287007110538,
oil gas,topic,oil gas,0.006002400960384153,5.771539384984763e-06,
power generation,topic,power generation,0.004801920768307323,0.0,
profit margin,topic,profit margin,0.009603841536614645,0.0008282159017453135,
transportation,topic,transportation,0.007202881152460984,0.00013563117554714194,
trucks,topic,trucks,0.006002400960384153,0.0004848093083387201,
equities,topic,equities,0.003601440576230492,1.731461815495429e-05,
net revenue,topic,net revenue,0.014405762304921969,0.0008599593683627297,
volatility,topic,volatility,0.0024009603841536613,7.503001200480193e-05,
profits,topic,profits,0.0012004801920768306,0.0,
chip,topic,chip,0.003601440576230492,2.5971927232431436e-05,
gaap eps,topic,gaap eps,0.004801920768307323,0.0015496583248684088,
gaap net,topic,gaap net,0.007202881152460984,0.0015063717794810232,
saas,topic,saas,0.012004801920768306,0.0016131452581032413,
capacity,topic,capacity,0.046818727490996394,0.044801574475944225,
clean energy,topic,clean energy,0.009603841536614645,0.0002885769692492382,
balance sheet,topic,balance sheet,0.003601440576230492,0.0003809215994089944,
cet1,topic,cet1,0.007202881152460984,0.0,
new products,topic,new products,0.0024009603841536613,0.0002481761935543448,
freight,topic,freight,0.01680672268907563,0.004487371871825654,
medicare,topic,medicare,0.013205282112845136,5.194385446486287e-05,
retailers,topic,retailers,0.006002400960384153,0.0006492981808107859,
streaming,topic,streaming,0.009603841536614645,5.194385446486287e-05,
efficiencies,topic,efficiencies,0.004801920768307323,0.00237498845692123,
price increase,topic,price increase,0.003601440576230492,0.000559839320343522,
restaurants,topic,restaurants,0.007202881152460984,2.8857696924923817e-06,
throughput,topic,throughput,0.006002400960384153,0.0004732662295687506,
marketplace,topic,marketplace,0.010804321728691476,0.00281073968048758,
medicaid,topic,medicaid,0.010804321728691476,5.771539384984763e-06,
commerce,topic,commerce,0.014405762304921969,0.0010879351740696278,
payment,topic,payment,0.009603841536614645,0.0032609197525163914,
payments,topic,payments,0.013205282112845136,0.00018468926031951243,
new lease,topic,new lease,0.007202881152460984,0.0,
properties,topic,properties,0.01800720288115246,0.0018353495244251548,
rent growth,topic,rent growth,0.007202881152460984,0.0,
client base,topic,client base,0.003601440576230492,0.00044729430233631916,
cost savings,topic,cost savings,0.004801920768307323,0.00022220426632191338,
demand environment,topic,demand environment,0.003601440576230492,0.00015871733308708098,
manufacturing,topic,manufacturing,0.013205282112845136,0.003387893618986056,
artificial intelligence,topic,artificial intelligence,0.0012004801920768306,0.0,
cybersecurity,topic,cybersecurity,0.0024009603841536613,0.0,
commercial real,topic,commercial real,0.0024009603841536613,4.905808477237049e-05,
efficiency,topic,efficiency,0.004801920768307323,6.34869332348324e-05,
merchandise,topic,merchandise,0.009603841536614645,4.3286545387385724e-05,
port,topic,port,0.0024009603841536613,1.731461815495429e-05,
products services,topic,products services,0.0012004801920768306,0.0,
gen ai,topic,gen ai,0.007202881152460984,0.00013563117554714194,
total revenue,topic,total revenue,0.006002400960384153,0.0008743882168251916,
inventory levels,topic,inventory levels,0.0012004801920768306,0.0,
operating expense,topic,operating expense,0.0012004801920768306,0.0,
life sciences,topic,life sciences,0.010804321728691476,0.00011543078769969526,
margin performance,topic,margin performance,0.0012004801920768306,0.0,
retail sales,topic,retail sales,0.004801920768307323,0.0007300997322005725,
economic,topic,economic,0.006002400960384153,0.00011543078769969526,
shipping,topic,shipping,0.004801920768307323,2.020038784744667e-05,
cost capital,topic,cost capital,0.0024009603841536613,0.0,
luxury,topic,luxury,0.007202881152460984,0.002969457013574661,
diluted earnings,topic,diluted earnings,0.004801920768307323,0.0005136670052636439,
midstream,topic,midstream,0.008403361344537815,0.00016448887247206575,
market conditions,topic,market conditions,0.004801920768307323,0.00039535044787145627,
new customer,topic,new customer,0.0024009603841536613,0.0,
pricing power,topic,pricing power,0.0024009603841536613,0.00016448887247206575,
subscriptions,topic,subscriptions,0.0024009603841536613,0.0003058915874041925,
regulation,topic,regulation,0.0012004801920768306,0.0,
gaap earnings,topic,gaap earnings,0.003601440576230492,0.0002366331147843753,
service revenue,topic,service revenue,0.006002400960384153,9.52303998522486e-05,
revenue billion,topic,revenue billion,0.004801920768307323,0.0012264521193092622,
new customers,topic,new customers,0.0012004801920768306,0.0,
cash flows,topic,cash flows,0.0012004801920768306,0.0,
